id,day,from,to
241985,20241021,08:15,21:30
241985,20241022,08:15,21:30
241985,20241023,08:15,21:30
241985,20241024,08:15,21:30
241985,20241025,08:15,21:30
241985,20241026,08:15,21:30
241985,20241027,08:15,21:30
241973,20241021,08:15,21:30
241973,20241022,08:15,21:30
241973,20241023,08:15,21:30
241973,20241024,08:15,21:30
241973,20241025,08:15,21:30
241973,20241026,08:15,21:30
241973,20241027,08:15,21:30
241974,20241021,08:15,21:30
241974,20241022,08:15,21:30
241974,20241023,08:15,21:30
241974,20241024,08:15,21:30
241974,20241025,08:15,21:30
241974,20241026,08:15,21:30
241974,20241027,08:15,21:30
241975,20241021,08:15,21:30
241975,20241022,08:15,21:30
241975,20241023,08:15,21:30
241975,20241024,08:15,21:30
241975,20241025,08:15,21:30
241975,20241026,08:15,21:30
241975,20241027,08:15,21:30
241976,20241021,08:15,21:30
241976,20241022,08:15,21:30
241976,20241023,08:15,21:30
241976,20241024,08:15,21:30
241976,20241025,08:15,21:30
241976,20241026,08:15,21:30
241976,20241027,08:15,21:30
241977,20241021,08:15,21:30
241977,20241022,08:15,21:30
241977,20241023,08:15,21:30
241977,20241024,08:15,21:30
241977,20241025,08:15,21:30
241977,20241026,08:15,21:30
241977,20241027,08:15,21:30
241978,20241021,08:15,21:30
241978,20241022,08:15,21:30
241978,20241023,08:15,21:30
241978,20241024,08:15,21:30
241978,20241025,08:15,21:30
241978,20241026,08:15,21:30
241978,20241027,08:15,21:30
241979,20241021,08:15,21:30
241979,20241022,08:15,21:30
241979,20241023,08:15,21:30
241979,20241024,08:15,21:30
241979,20241025,08:15,21:30
241979,20241026,08:15,21:30
241979,20241027,08:15,21:30
241980,20241021,08:15,21:30
241980,20241022,08:15,21:30
241980,20241023,08:15,21:30
241980,20241024,08:15,21:30
241980,20241025,08:15,21:30
241980,20241026,08:15,21:30
241980,20241027,08:15,21:30
241981,20241021,08:15,21:30
241981,20241022,08:15,21:30
241981,20241023,08:15,21:30
241981,20241024,08:15,21:30
241981,20241025,08:15,21:30
241981,20241026,08:15,21:30
241981,20241027,08:15,21:30
241982,20241021,08:15,21:30
241982,20241022,08:15,21:30
241982,20241023,08:15,21:30
241982,20241024,08:15,21:30
241982,20241025,08:15,21:30
241982,20241026,08:15,21:30
241982,20241027,08:15,21:30
241983,20241021,08:15,21:30
241983,20241022,08:15,21:30
241983,20241023,08:15,21:30
241983,20241024,08:15,21:30
241983,20241025,08:15,21:30
241983,20241026,08:15,21:30
241983,20241027,08:15,21:30
241984,20241021,08:15,21:30
241984,20241022,08:15,21:30
241984,20241023,08:15,21:30
241984,20241024,08:15,21:30
241984,20241025,08:15,21:30
241984,20241026,08:15,21:30
241984,20241027,08:15,21:30
241986,20241021,08:15,21:30
241986,20241022,08:15,21:30
241986,20241023,08:15,21:30
241986,20241024,08:15,21:30
241986,20241025,08:15,21:30
241986,20241026,08:15,21:30
241986,20241027,08:15,21:30
241987,20241021,08:15,21:30
241987,20241022,08:15,21:30
241987,20241023,08:15,21:30
241987,20241024,08:15,21:30
241987,20241025,08:15,21:30
241987,20241026,08:15,21:30
241987,20241027,08:15,21:30
